,companyshortname,epsactual,epsestimate,epssurprisepct,gmtOffsetMilliSeconds,quoteType,startdatetime,startdatetimetype,ticker
30508,Spring Bank Pharmaceuticals Inc,-0.42,-0.61,31.15,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SBPH
30509,Bright Scholar Education Holdings Ltd,-0.04,0.0,,0,EQUITY,2019-11-07T13:00:00.000Z,AMC,BEDU
30510,Pulse Biosciences Inc,-0.57,-0.61,6.56,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,PLSE
30511,Green Brick Partners Inc,0.31,0.26,19.23,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,GRBK
30512,Mastercraft Boat Holdings Inc,0.53,0.43,23.26,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,MCFT
30513,Mastercraft Boat Holdings Inc,0.53,0.43,23.26,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,MCFT
30514,Brookfield Infrastructure Partners LP,0.07,0.2,-65.0,0,EQUITY,2019-11-07T12:00:00.000Z,TAS,BIP
30515,Pacira Biosciences Inc,0.48,0.33,45.45,0,EQUITY,2019-11-07T13:00:00.000Z,TAS,PCRX
30516,Eiger BioPharmaceuticals Inc,-0.76,-0.75,-1.33,0,EQUITY,2019-11-07T21:05:04.000Z,TAS,EIGR
30517,Hamilton Beach Brands Holding Co,0.22,0.6,-63.33,0,EQUITY,2019-11-07T14:30:00.000Z,TAS,HBB
30518,Spanish Broadcasting System Inc,,,,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,SBSAA
30519,Goldman Sachs BDC Inc,0.47,0.48,-2.08,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,GSBD
30520,Biotricity Inc,,,,0,EQUITY,2019-11-07T22:30:00.000Z,TAS,BTCY
30521,Booking Holdings Inc,45.36,44.57,1.77,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,BKNG
30522,Bsquare Corp,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,BSQR
30523,Monster Beverage Corp,0.55,0.54,1.85,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,MNST
30524,Berry Petroleum Corp,0.4,0.38,5.26,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,BRY
30525,Berry Petroleum Corp,0.4,0.38,5.26,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,BRY
30526,PDS Biotechnology Corp,-1.1,-0.82,-34.15,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PDSB
30527,Catalyst Biosciences Inc,-1.06,-1.07,0.93,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CBIO
30528,Bicycle Therapeutics PLC,-0.53,-0.58,8.62,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,BCYC
30529,Farmer Bros Co,0.26,-0.14,285.71,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,FARM
30530,Protalix Biotherapeutics Inc,-0.2,-0.35,42.86,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,PLX
30531,Protalix Biotherapeutics Inc,-0.2,-0.35,42.86,0,EQUITY,2019-11-07T11:30:00.000Z,BMO,PLX
30532,Navidea Biopharmaceuticals Inc,-0.17,-0.17,0.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,NAVB
30533,Bsquare Corp,,,,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,BSQR
30534,Babcock & Wilcox Enterprises Inc,,,,0,EQUITY,2019-11-07T11:45:00.000Z,TAS,BW
30535,Bionano Genomics Inc,-0.59,-0.45,-31.11,0,EQUITY,2019-11-07T21:01:00.000Z,TAS,BNGO
30536,Guaranty Bancshares Inc,0.65,0.56,16.07,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,GNTY
30537,Malibu Boats Inc,0.83,0.7,18.57,0,EQUITY,2019-11-07T12:00:03.000Z,TAS,MBUU
30538,BridgeBio Pharma Inc,-0.51,-0.55,7.27,0,EQUITY,2019-11-07T21:13:10.000Z,TAS,BBIO
30539,Bloom Energy Corp,0.01,0.0,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,BE
30540,Lifetime Brands Inc,-0.13,0.42,-130.95,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,LCUT
30541,FAT Brands Inc,,,,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,FAT
30542,IGM Biosciences Inc,-2.41,-0.82,-193.9,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,IGMS
30543,Fortress Biotech Inc,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,FBIO
30544,Home Financial Bancorp,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,HWEN
30545,Strongbridge Biopharma plc,-0.25,-0.27,7.41,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,SBBP
30546,QEP Co Inc,,,,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,QEPC
30547,Charles & Colvard Ltd,0.01,0.0,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CTHR
30548,DISH Network Corp,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,DISHR
30549,Continental Energy Corp,,,,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,CPPXF
30550,J & J Snack Foods Corp,1.36,1.45,-6.21,0,EQUITY,2019-11-07T21:00:00.000Z,TAS,JJSF
30551,CareTrust REIT Inc,-0.11,0.14,-178.57,0,EQUITY,2019-11-07T21:10:01.000Z,TAS,CTRE
30552,Cable ONE Inc,8.68,8.17,6.24,0,EQUITY,2019-11-07T21:15:00.000Z,TAS,CABO
30553,R C M Technologies Inc,0.03,0.04,-25.0,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,RCMT
30554,Noodles & Co,0.09,0.07,28.57,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,NDLS
30555,CEVA Inc,0.22,0.17,29.41,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CEVA
30556,Corcept Therapeutics Inc,0.22,0.2,10.0,0,EQUITY,2019-11-07T21:05:02.000Z,TAS,CORT
30557,Catabasis Pharmaceuticals Inc,-0.56,-0.64,12.5,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CATB
30558,Virtusa Corp,0.54,0.53,1.89,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,VRTU
30559,Sculptor Capital Management Inc,0.04,0.28,-85.71,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,SCU
30560,Falcon Minerals Corp,0.06,0.08,-25.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,FLMN
30561,Ranpak Holdings Corp,-0.03,-0.07,57.14,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PACK
30562,Crossamerica Partners LP,0.2,0.24,-16.67,0,EQUITY,2019-11-07T21:15:01.000Z,TAS,CAPL
30563,Ceridian HCM Holding Inc,0.11,0.1,10.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CDAY
30564,Ceridian HCM Holding Inc,0.11,0.1,10.0,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,CDAY
30565,Houston Wire & Cable Co,,,,0,EQUITY,2019-11-07T22:12:52.000Z,TAS,HWCC
30566,Hecla Mining Co,-0.02,-0.01,-100.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,HL
30567,OGE Energy Corp,1.25,1.11,12.61,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,OGE
30568,Columbus McKinnon Corp,0.74,0.69,7.25,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CMCO
30569,Seaspan Corp,0.22,0.17,29.41,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,SSW
30570,Saul Centers Inc,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,BFS
30571,TiVo Corp,0.24,0.15,60.0,0,EQUITY,2019-11-07T21:15:00.000Z,TAS,TIVO
30572,Tel-Instrument Electronics Corp,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,TIKK
30573,Manitowoc Company Inc,0.54,0.34,58.82,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,MTW
30574,Carrols Restaurant Group Inc,-0.09,0.09,-200.0,0,EQUITY,2019-11-07T12:00:00.000Z,TAS,TAST
30575,Penn Virginia Corp,1.97,1.88,4.79,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PVAC
30576,Checkpoint Therapeutics Inc,-0.15,-0.17,11.76,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CKPT
30577,Targa Resources Corp,-0.34,-0.21,-61.9,0,EQUITY,2019-11-07T11:15:00.000Z,TAS,TRGP
30578,Creative Realities Inc,0.02,-0.01,300.0,0,EQUITY,2019-11-07T22:44:05.000Z,TAS,CREX
30579,Sciplay Corp,0.2,0.24,-16.67,0,EQUITY,2019-11-07T22:30:00.000Z,TAS,SCPL
30580,Sciplay Corp,0.2,0.24,-16.67,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SCPL
30581,Celcuity Inc,-0.16,-0.17,5.88,0,EQUITY,2019-11-07T21:01:00.000Z,TAS,CELC
30582,Corbus Pharmaceuticals Holdings Inc,-0.32,-0.38,15.79,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,CRBP
30583,Portman Ridge Finance Corp,0.06,0.07,-14.29,0,EQUITY,2019-11-07T21:03:16.000Z,TAS,PTMN
30584,PG&E Corp,1.11,1.01,9.9,0,EQUITY,2019-11-07T13:48:00.000Z,TAS,PCG
30585,Corbus Pharmaceuticals Holdings Inc,-0.32,-0.38,15.79,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CRBP
30586,Eastman Kodak Co,,,,0,EQUITY,2019-11-07T21:15:00.000Z,TAS,KODK
30587,Entravision Communications Corp,-0.02,0.05,-140.0,0,EQUITY,2019-11-07T21:20:05.000Z,TAS,EVC
30588,Realogy Holdings Corp,0.65,0.85,-23.53,0,EQUITY,2019-11-07T12:21:05.000Z,TAS,RLGY
30589,Core-Mark Holding Company Inc,0.6,0.56,7.14,0,EQUITY,2019-11-07T11:00:01.000Z,TAS,CORE
30590,Capricor Therapeutics Inc,-0.43,-0.7,38.57,0,EQUITY,2019-11-07T21:00:00.000Z,TAS,CAPR
30591,Evolution Petroleum Corp,0.08,0.08,0.0,0,EQUITY,2019-11-07T16:00:00.000Z,TAS,EPM
30592,Rand Capital Corp,,,,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,RAND
30593,TearLab Corp,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,TEAR
30594,Norwegian Cruise Line Holdings Ltd,2.23,2.16,3.24,0,EQUITY,2019-11-07T12:00:00.000Z,TAS,NCLH
30595,EchoStar Corp,-0.19,-0.39,51.28,0,EQUITY,2019-11-07T11:00:06.000Z,TAS,SATS
30596,General Finance Corp,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,GFNCP
30597,Camtek Ltd,0.13,0.14,-7.14,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,CAMT
30598,InVivo Therapeutics Holdings Corp,-8.7,-9.9,12.12,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,NVIV
30599,Cidara Therapeutics Inc,0.08,-0.26,130.77,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CDTX
30600,Cambium Networks Corp,0.15,0.12,25.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CMBM
30601,Teradata Corp,0.32,0.4,-20.0,0,EQUITY,2019-11-07T21:11:00.000Z,TAS,TDC
30602,Cision Ltd,0.21,0.2,5.0,0,EQUITY,2019-11-07T21:15:32.000Z,TAS,CISN
30603,Centrus Energy Corp,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,LEU
30604,GP Strategies Corp,0.13,0.19,-31.58,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,GPX
30605,Capital Senior Living Corp,-0.68,-0.35,-94.29,0,EQUITY,2019-11-07T10:00:00.000Z,TAS,CSU
30606,Party City Holdco Inc,-0.28,0.0,,0,EQUITY,2019-11-07T11:59:00.000Z,TAS,PRTY
30607,Clearfield Inc,0.14,0.1,40.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CLFD
30608,Meredith Corp,0.99,0.88,12.5,0,EQUITY,2019-11-07T13:00:12.000Z,TAS,MDP
30609,Pinnacle West Capital Corp,2.77,3.0,-7.67,0,EQUITY,2019-11-07T13:40:00.000Z,TAS,PNW
30610,CytomX Therapeutics Inc,-0.52,-0.51,-1.96,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CTMX
30611,PAR Technology Corp,-0.36,-0.21,-71.43,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PAR
30612,Independence Holding Co,,,,0,EQUITY,2019-11-07T21:58:59.000Z,TAS,IHC
30613,WillScot Corp,0.0,0.05,-100.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,WSC
30614,Johnson Controls International PLC,0.78,0.76,2.63,0,EQUITY,2019-11-07T11:55:07.000Z,TAS,JCI
30615,CenterPoint Energy Inc,0.53,0.43,23.26,0,EQUITY,2019-11-07T11:30:00.000Z,TAS,CNP
30616,Invesco Mortgage Capital Inc,0.47,0.45,4.44,0,EQUITY,2019-11-07T21:30:08.000Z,TAS,IVR
30617,Montage Resources Corp,0.54,0.09,500.0,0,EQUITY,2019-11-07T21:06:00.000Z,TAS,MR
30618,Main Street Capital Corp,0.62,0.62,0.0,0,EQUITY,2019-11-07T21:15:03.000Z,TAS,MAIN
30619,Camping World Holdings Inc,0.14,0.35,-60.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CWH
30620,Clovis Oncology Inc,-1.72,-1.89,8.99,0,EQUITY,2019-11-07T13:00:01.000Z,TAS,CLVS
30621,Hunt Companies Finance Trust Inc,0.1,0.09,11.11,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,HCFT
30622,FS KKR Capital Corp,0.22,0.19,15.79,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,FSK
30623,Goodrich Petroleum Corp,0.3,0.41,-26.83,0,EQUITY,2019-11-07T16:00:00.000Z,TAS,GDP
30624,Seneca Foods Corp,,,,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,SENEA
30625,DISH Network Corp,0.66,0.61,8.2,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,DISH
30626,ChannelAdvisor Corp,0.12,0.09,33.33,0,EQUITY,2019-11-07T11:45:00.000Z,TAS,ECOM
30627,Cardinal Health Inc,1.27,1.09,16.51,0,EQUITY,2019-11-07T11:50:03.000Z,TAS,CAH
30628,eMagin Corp,-0.01,-0.01,0.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,EMAN
30629,Comstock Resources Inc,0.17,0.14,21.43,0,EQUITY,2019-11-07T11:45:01.000Z,TAS,CRK
30630,Ultra Petroleum Corp,,-0.07,,0,EQUITY,2019-11-07T17:00:00.000Z,TAS,UPLC
30631,Ultra Petroleum Corp,,-0.07,,0,EQUITY,2019-11-07T17:00:00.000Z,TAS,UPLC
30632,Cogent Communications Holdings Inc,0.3,0.19,57.89,0,EQUITY,2019-11-07T12:00:00.000Z,TAS,CCOI
30633,Green Dot Corp,0.2,0.02,900.0,0,EQUITY,2019-11-07T21:18:00.000Z,TAS,GDOT
30634,Quorum Health Corp,-0.61,-0.17,-258.82,0,EQUITY,2019-11-07T22:07:00.000Z,TAS,QHC
30635,Despegar.com Corp,-0.05,-0.08,37.5,0,EQUITY,2019-11-07T16:30:00.000Z,BMO,DESP
30636,CommScope Holding Company Inc,0.55,0.44,25.0,0,EQUITY,2019-11-07T11:00:00.000Z,TAS,COMM
30637,Progressive Corp,1.33,1.3,2.31,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PGR
30638,Qualstar Corp,,,,0,EQUITY,2019-11-07T14:00:00.000Z,TAS,QBAK
30639,Westrock Co,1.24,1.19,4.2,0,EQUITY,2019-11-07T11:30:00.000Z,TAS,WRK
30640,Ralph Lauren Corp,2.55,2.39,6.69,0,EQUITY,2019-11-07T13:01:00.000Z,TAS,RL
30641,Hain Celestial Group Inc,0.08,0.07,14.29,0,EQUITY,2019-11-07T12:30:11.000Z,TAS,HAIN
30642,York Water Co,0.35,0.32,9.37,0,EQUITY,2019-11-07T15:13:58.000Z,TAS,YORW
30643,Ultra Petroleum Corp,,-0.07,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,UPLC
30644,Joint Corp,0.04,0.03,33.33,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,JYNT
30645,LSC Communications Inc,-0.06,0.11,-154.55,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,LKSD
30646,Concert Pharmaceuticals Inc,-0.72,-0.83,13.25,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CNCE
30647,LSC Communications Inc,-0.06,0.11,-154.55,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,LKSD
30648,Cloudflare Inc,-0.15,-0.15,0.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,NET
30649,Colony Credit Real Estate Inc,-0.57,0.37,-254.05,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,CLNC
30650,Colony Credit Real Estate Inc,-0.57,0.37,-254.05,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CLNC
30651,Sturm Ruger & Company Inc,,,,0,EQUITY,2019-11-07T22:05:00.000Z,TAS,RGR
30652,ExOne Co,-0.3,-0.24,-25.0,0,EQUITY,2019-11-07T21:15:00.000Z,TAS,XONE
30653,Chuy's Holdings Inc,0.25,0.2,25.0,0,EQUITY,2019-11-07T21:05:00.000Z,TAS,CHUY
30654,CSI Compressco LP,-0.07,-0.03,-133.33,0,EQUITY,2019-11-07T15:30:00.000Z,TAS,CCLP
30655,Capstone Turbine Corp,-0.59,-0.46,-28.26,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,CPST
30656,Eastern Co,,,,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,EML
30657,SemGroup Corp,-0.28,-0.17,-64.71,0,EQUITY,2019-11-07T21:05:06.000Z,TAS,SEMG
30658,Ladder Capital Corp,0.38,0.39,-2.56,0,EQUITY,2019-11-07T21:15:00.000Z,TAS,LADR
30659,Triple-S Management Corp,0.51,0.33,54.55,0,EQUITY,2019-11-07T11:00:08.000Z,TAS,GTS
30660,Celsius Holdings Inc,0.03,-0.02,250.0,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,CELH
30661,Celsius Holdings Inc,0.03,-0.02,250.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CELH
30662,eGain Corp,0.05,0.02,150.0,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,EGAN
30663,IRIDEX Corp,-0.13,-0.17,23.53,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,IRIX
30664,Energous Corp,-0.27,-0.3,10.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,WATT
30665,Vuzix Corp,-0.18,-0.16,-12.5,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,VUZI
30666,Vuzix Corp,-0.18,-0.16,-12.5,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,VUZI
30667,Kopin Corp,-0.08,-0.06,-33.33,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,KOPN
30668,Kopin Corp,-0.08,-0.06,-33.33,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,KOPN
30669,Energous Corp,-0.27,-0.3,10.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,WATT
30670,Jones Soda Co,,,,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,JSDA
30671,Stellus Capital Investment Corp,0.31,0.31,0.0,0,EQUITY,2019-11-07T10:00:06.000Z,TAS,SCM
30672,Franklin Covey Co,0.41,0.37,10.81,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,FC
30673,Franklin Covey Co,0.41,0.37,10.81,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,FC
30674,Cutera Inc,0.15,0.06,150.0,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,CUTR
30675,CryoPort Inc,-0.35,-0.07,-400.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,CYRX
30676,Credicorp Ltd,4.1,4.33,-5.31,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,BAP
30677,Jones Soda Co,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,JSDA
30678,Orthopediatrics Corp,-0.18,-0.17,-5.88,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,KIDS
30679,News Corp,0.04,0.05,-20.0,0,EQUITY,2019-11-07T21:48:50.000Z,TAS,NWSA
30680,Modine Manufacturing Co,0.13,0.25,-48.0,0,EQUITY,2019-11-07T21:30:04.000Z,TAS,MOD
30681,Saga Communications Inc,,,,0,EQUITY,2019-11-07T14:00:00.000Z,TAS,SGA
30682,Tribune Publishing Co,-0.22,0.2,-210.0,0,EQUITY,2019-11-07T21:10:00.000Z,TAS,TPCO
30683,Chembio Diagnostics Inc,-0.22,-0.17,-29.41,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,CEMI
30684,Scientific Games Corp,0.15,-0.04,475.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SGMS
30685,Park City Group Inc,0.0,0.03,-100.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PCYG
30686,Chesapeake Utilities Corp,0.34,0.39,-12.82,0,EQUITY,2019-11-07T11:30:06.000Z,TAS,CPK
30687,Walt Disney Co,1.07,0.95,12.63,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,DIS
30688,NCR Corp,0.73,0.68,7.35,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,NCR
30689,Discovery Inc,0.87,0.82,6.1,0,EQUITY,2019-11-07T12:00:00.000Z,TAS,DISCK
30690,Dropbox Inc,0.13,0.11,18.18,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,DBX
30691,Keurig Dr Pepper Inc,0.32,0.32,0.0,0,EQUITY,2019-11-07T12:30:07.000Z,TAS,KDP
30692,Diversified Healthcare Trust,-0.12,0.02,-700.0,0,EQUITY,2019-11-07T12:00:01.000Z,TAS,SNH
30693,Pro-Dex Inc,0.27,0.27,0.0,0,EQUITY,2019-11-07T21:05:00.000Z,TAS,PDEX
30694,Dentsply Sirona Inc,0.57,0.5,14.0,0,EQUITY,2019-11-07T11:00:01.000Z,TAS,XRAY
30695,Dicerna Pharmaceuticals Inc,-0.45,-0.28,-60.71,0,EQUITY,2019-11-07T21:05:00.000Z,TAS,DRNA
30696,DHI Group Inc,0.08,0.05,60.0,0,EQUITY,2019-11-07T21:15:11.000Z,TAS,DHX
30697,Trade Desk Inc,0.75,0.67,11.94,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,TTD
30698,Trade Desk Inc,0.75,0.67,11.94,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,TTD
30699,Denbury Resources Inc,0.08,0.07,14.29,0,EQUITY,2019-11-07T11:30:01.000Z,TAS,DNR
30700,Diversified Healthcare Trust,,,,0,EQUITY,2019-11-07T12:00:01.000Z,TAS,DHCNL
30701,Dixie Group Inc,,,,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,DXYN
30702,Dixie Group Inc,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,DXYN
30703,Superior Drilling Products Inc,-0.02,-0.01,-100.0,0,EQUITY,2019-11-08T00:32:00.000Z,TAS,SDPI
30704,VAALCO Energy Inc,,,,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,EGY
30705,Enstar Group Ltd,,,,0,EQUITY,2019-11-07T11:30:20.000Z,TAS,ESGRO
30706,Envestnet Inc,0.6,0.58,3.45,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,ENV
30707,EPAM Systems Inc,1.39,1.33,4.51,0,EQUITY,2019-11-07T11:00:37.000Z,TAS,EPAM
30708,SeaWorld Entertainment Inc,1.24,1.4,-11.43,0,EQUITY,2019-11-07T11:30:09.000Z,TAS,SEAS
30709,Golden Entertainment Inc,-0.34,-0.2,-70.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,GDEN
30710,Extraction Oil & Gas Inc,0.28,-0.15,286.67,0,EQUITY,2019-11-07T21:02:00.000Z,TAS,XOG
30711,Universal Electronics Inc,1.01,0.86,17.44,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,UEIC
30712,Universal Electronics Inc,1.01,0.86,17.44,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,UEIC
30713,Eyepoint Pharmaceuticals Inc,-0.15,-0.14,-7.14,0,EQUITY,2019-11-07T11:00:00.000Z,TAS,EYPT
30714,Elite Pharmaceuticals Inc,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,ELTP
30715,EnLink Midstream LLC,0.02,0.08,-75.0,0,EQUITY,2019-11-07T22:04:03.000Z,TAS,ENLC
30716,Perma-Fix Environmental Services Inc,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PESI
30717,Evergy Inc,1.57,1.57,0.0,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,EVRG
30718,Perma-Fix Environmental Services Inc,,,,0,EQUITY,2019-11-07T16:00:00.000Z,TAS,PESI
30719,Pacific Ethanol Inc,-0.58,-0.16,-262.5,0,EQUITY,2019-11-07T21:05:05.000Z,TAS,PEIX
30720,Key Energy Services Inc,-1.3,-0.97,-34.02,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,KEG
30721,Jagged Peak Energy Inc,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,JAG
30722,NRG Energy Inc,1.88,2.1,-10.48,0,EQUITY,2019-11-07T12:06:00.000Z,TAS,NRG
30723,Select Energy Services Inc,0.07,0.11,-36.36,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,WTTR
30724,Everspin Technologies Inc,-0.21,-0.19,-10.53,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,MRAM
30725,Eventbrite Inc,-0.36,-0.26,-38.46,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,EB
30726,Quintana Energy Services Inc,-0.16,-0.25,36.0,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,QES
30727,Eventbrite Inc,-0.36,-0.26,-38.46,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,EB
30728,Strategic Education Inc,1.28,1.2,6.67,0,EQUITY,2019-11-07T11:30:00.000Z,TAS,STRA
30729,Noble Energy Inc,-0.1,-0.11,9.09,0,EQUITY,2019-11-07T11:45:00.000Z,TAS,NBL
30730,Earthstone Energy Inc,0.18,0.13,38.46,0,EQUITY,2019-11-07T17:00:00.000Z,TAS,ESTE
30731,EVO Payments Inc,0.19,0.16,18.75,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,EVOP
30732,Element Solutions Inc,0.26,0.21,23.81,0,EQUITY,2019-11-07T12:00:01.000Z,TAS,ESI
30733,Exicure Inc,-0.09,-0.1,10.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,XCUR
30734,Mammoth Energy Services Inc,-0.79,-0.43,-83.72,0,EQUITY,2019-11-07T21:05:04.000Z,TAS,TUSK
30735,Exicure Inc,-0.09,-0.1,10.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,XCUR
30736,Mammoth Energy Services Inc,-0.79,-0.43,-83.72,0,EQUITY,2019-11-07T21:05:04.000Z,TAS,TUSK
30737,Ring Energy Inc,0.12,0.12,0.0,0,EQUITY,2019-11-07T16:00:00.000Z,TAS,REI
30738,Flexion Therapeutics Inc,-1.0,-0.96,-4.17,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,FLXN
30739,Research Frontiers Inc,,,,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,REFR
30740,Planet Fitness Inc,0.36,0.36,0.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PLNT
